onset	duration	trial_type	disobedience	InstructionToButtonTime	InstructionToToneTime	modulation
-30.79	0.0	Unknown2	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown2	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
-30.79	0.0	Unknown1	n/a	n/a	n/a	1
0.0	0.0	FirstfMRITrigger	n/a	n/a	n/a	1
1.0399999999999991	0.0	FixationCross	n/a	n/a	n/a	1
6.640000000000001	0.5	Audio	n/a	n/a	n/a	1
6.640000000000001	4.020000000000003	Agency	n/a	4.020000000000003	5.390000000000001	1.8295641647647478
6.640000000000001	0.5	AudioInstruction	n/a	4.020000000000003	5.390000000000001	1
6.640000000000001	0.5	AudioDontSendShock	n/a	n/a	n/a	1
9.160000000000004	0.0	Map1	n/a	n/a	n/a	1
10.660000000000004	0.0	Button	n/a	n/a	n/a	1
10.660000000000004	0.0	CommanderNoShock	n/a	n/a	n/a	1
10.77	1.5	WitnessNoShock	n/a	n/a	n/a	1
12.030000000000001	0.0	LogNoShock	n/a	n/a	n/a	1
12.030000000000001	0.2	AudioTone	n/a	n/a	n/a	1
12.030000000000001	0.2	Audio	n/a	n/a	n/a	1
12.030000000000001	0.2	AudioTone	n/a	n/a	n/a	1
12.040000000000001	10.300000000000002	RatingScale	n/a	n/a	n/a	1
22.46	0.0	FixationCross	n/a	n/a	n/a	1
23.630000000000003	0.0	FixationCross	n/a	n/a	n/a	1
25.630000000000003	0.5	AudioInstruction	n/a	3.809999999999995	4.469999999999999	1
25.630000000000003	3.809999999999995	Agency	n/a	3.809999999999995	4.469999999999999	0.7482748104458595
25.630000000000003	0.5	AudioDontSendShock	n/a	n/a	n/a	1
25.630000000000003	0.5	Audio	n/a	n/a	n/a	1
28.160000000000004	0.0	Map1	n/a	n/a	n/a	1
29.24	1.5	WitnessNoShock	n/a	n/a	n/a	1
29.439999999999998	0.0	CommanderNoShock	n/a	n/a	n/a	1
29.840000000000003	0.0	AgentNoShock	n/a	n/a	n/a	1
29.900000000000002	1.5	WitnessNoShock	n/a	n/a	n/a	1
30.1	0.2	AudioTone	n/a	n/a	n/a	1
30.1	0.0	LogNoShock	n/a	n/a	n/a	1
30.1	0.2	Audio	n/a	n/a	n/a	1
30.110000000000003	11.069999999999997	RatingScale	n/a	n/a	n/a	1
41.279999999999994	0.0	FixationCross	n/a	n/a	n/a	1
42.589999999999996	0.0	FixationCross	n/a	n/a	n/a	1
43.99	3.789999999999992	Agency	n/a	3.789999999999992	4.670000000000002	0.24028652318195404
43.99	0.5	AudioInstruction	n/a	3.789999999999992	4.670000000000002	1
43.99	0.5	Audio	n/a	n/a	n/a	1
43.99	0.5	AudioSendShock	n/a	n/a	n/a	1
46.52	0.0	Map1	n/a	n/a	n/a	1
47.779999999999994	0.0	CommanderShock	n/a	n/a	n/a	1
47.779999999999994	0.0	Button	n/a	n/a	n/a	1
47.919999999999995	1.5	WitnessShock	n/a	n/a	n/a	1
48.660000000000004	0.2	AudioTone	n/a	n/a	n/a	1
48.660000000000004	0.2	Audio	n/a	n/a	n/a	1
48.660000000000004	0.2	AudioTone	n/a	n/a	n/a	1
48.669999999999995	0.0	LogShock	n/a	n/a	n/a	1
48.67999999999999	8.040000000000013	RatingScale	n/a	n/a	n/a	1
56.830000000000005	0.0	FixationCross	n/a	n/a	n/a	1
58.669999999999995	0.0	FixationCross	n/a	n/a	n/a	1
59.470000000000006	3.5799999999999983	Agency	n/a	3.5799999999999983	4.189999999999998	0.4241299033346181
59.470000000000006	0.5	AudioInstruction	n/a	3.5799999999999983	4.189999999999998	1
59.470000000000006	0.5	AudioSendShock	n/a	n/a	n/a	1
59.470000000000006	0.5	Audio	n/a	n/a	n/a	1
62.00000000000001	0.0	Map1	n/a	n/a	n/a	1
63.050000000000004	0.0	Button	n/a	n/a	n/a	1
63.050000000000004	0.0	CommanderShock	n/a	n/a	n/a	1
63.21	1.5	WitnessShock	n/a	n/a	n/a	1
63.660000000000004	0.2	Audio	n/a	n/a	n/a	1
63.660000000000004	0.0	LogShock	n/a	n/a	n/a	1
63.660000000000004	0.2	AudioTone	n/a	n/a	n/a	1
63.660000000000004	0.2	AudioTone	n/a	n/a	n/a	1
63.67	8.040000000000006	RatingScale	n/a	n/a	n/a	1
71.82	0.0	FixationCross	n/a	n/a	n/a	1
72.9	0.0	FixationCross	n/a	n/a	n/a	1
74.30000000000001	0.5	Audio	n/a	n/a	n/a	1
74.30000000000001	0.5	AudioSendShock	n/a	n/a	n/a	1
74.30000000000001	3.6399999999999864	Agency	n/a	3.6399999999999864	5.75	-1.8569794056647249
74.30000000000001	0.5	AudioInstruction	n/a	3.6399999999999864	5.75	1
76.83000000000001	0.0	Map2	n/a	n/a	n/a	1
77.74	1.5	WitnessShock	n/a	n/a	n/a	1
77.94	0.0	CommanderShock	n/a	n/a	n/a	1
79.49000000000001	0.0	AgentShock	n/a	n/a	n/a	1
79.85000000000001	1.5	WitnessShock	n/a	n/a	n/a	1
80.05000000000001	0.2	AudioTone	n/a	n/a	n/a	1
80.05000000000001	0.2	AudioTone	n/a	n/a	n/a	1
80.06	0.0	LogShock	n/a	n/a	n/a	1
80.07000000000001	9.08999999999999	RatingScale	n/a	n/a	n/a	1
89.27000000000001	0.0	FixationCross	n/a	n/a	n/a	1
91.27000000000001	0.0	FixationCross	n/a	n/a	n/a	1
94.47	3.8300000000000125	Agency	n/a	3.8300000000000125	5.1200000000000045	0.32737022957010037
94.47	0.5	Audio	n/a	n/a	n/a	1
94.47	0.5	AudioSendShock	n/a	n/a	n/a	1
94.47	0.5	AudioInstruction	n/a	3.8300000000000125	5.1200000000000045	1
97.0	0.0	Map2	n/a	n/a	n/a	1
98.10000000000001	1.5	WitnessShock	n/a	n/a	n/a	1
98.30000000000001	0.0	CommanderShock	n/a	n/a	n/a	1
98.74000000000001	0.0	AgentShock	n/a	n/a	n/a	1
99.39	1.5	WitnessShock	n/a	n/a	n/a	1
99.59	0.2	AudioTone	n/a	n/a	n/a	1
99.59	0.2	AudioTone	n/a	n/a	n/a	1
99.59	0.2	Audio	n/a	n/a	n/a	1
99.60000000000001	11.059999999999988	RatingScale	n/a	n/a	n/a	1
110.76000000000002	0.0	FixationCross	n/a	n/a	n/a	1
112.53	0.0	FixationCross	n/a	n/a	n/a	1
114.53	0.5	Audio	n/a	n/a	n/a	1
114.53	0.5	AudioSendShock	n/a	n/a	n/a	1
114.53	0.5	AudioInstruction	n/a	3.740000000000009	4.340000000000003	1
114.53	3.740000000000009	Agency	n/a	3.740000000000009	4.340000000000003	0.9659840764161356
117.07000000000002	0.0	Map1	n/a	n/a	n/a	1
118.27000000000001	0.0	CommanderShock	n/a	n/a	n/a	1
118.27000000000001	0.0	Button	n/a	n/a	n/a	1
118.46	1.5	WitnessShock	n/a	n/a	n/a	1
118.87	0.2	Audio	n/a	n/a	n/a	1
118.87	0.2	AudioTone	n/a	n/a	n/a	1
118.87	0.2	AudioTone	n/a	n/a	n/a	1
118.88	0.0	LogShock	n/a	n/a	n/a	1
118.89	9.049999999999997	RatingScale	n/a	n/a	n/a	1
128.04000000000002	0.0	FixationCross	n/a	n/a	n/a	1
129.57000000000002	0.0	FixationCross	n/a	n/a	n/a	1
130.37	0.5	AudioDontSendShock	n/a	n/a	n/a	1
130.37	0.5	Audio	n/a	n/a	n/a	1
130.37	0.5	AudioInstruction	n/a	3.759999999999991	4.319999999999993	1
