onset	duration	trial_type	InstructionToButtonTime	InstructionToToneTime	modulation
-30.02	0.0	Unknown2	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown2	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
-30.02	0.0	Unknown1	n/a	n/a	1
0.0	0.0	FirstfMRITrigger	n/a	n/a	1
1.0300000000000011	0.0	FixationCross	n/a	n/a	1
5.430000000000003	0.5	Audio	n/a	n/a	1
5.430000000000003	4.089999999999996	Agency	4.089999999999996	5.479999999999997	0.09496131784316117
5.430000000000003	0.5	AudioYouCanChoose	n/a	n/a	1
5.430000000000003	0.5	AudioInstruction	4.089999999999996	5.479999999999997	1
7.959999999999997	0.0	Map1	n/a	n/a	1
9.52	0.0	Button	n/a	n/a	1
9.52	0.0	CommanderNoShock	n/a	n/a	1
9.64	1.5	WitnessNoShock	n/a	n/a	1
10.91	0.2	AudioTone	n/a	n/a	1
10.91	0.2	AudioTone	n/a	n/a	1
10.91	0.2	Audio	n/a	n/a	1
10.91	0.0	LogNoShock	n/a	n/a	1
10.92	10.340000000000002	RatingScale	n/a	n/a	1
21.389999999999997	0.0	FixationCross	n/a	n/a	1
22.529999999999998	0.0	FixationCross	n/a	n/a	1
28.73	0.5	AudioYouCanChoose	n/a	n/a	1
28.73	3.3000000000000007	Agency	3.3000000000000007	3.879999999999999	-0.4703436552179674
28.73	0.5	AudioInstruction	3.3000000000000007	3.879999999999999	1
28.73	0.5	Audio	n/a	n/a	1
31.26	0.0	Map1	n/a	n/a	1
32.03	0.0	CommanderShock	n/a	n/a	1
32.03	0.0	Button	n/a	n/a	1
32.14	1.5	WitnessShock	n/a	n/a	1
32.61	0.2	Audio	n/a	n/a	1
32.61	0.2	AudioTone	n/a	n/a	1
32.61	0.0	LogShock	n/a	n/a	1
32.61	0.2	AudioTone	n/a	n/a	1
32.63	11.050000000000004	RatingScale	n/a	n/a	1
43.790000000000006	0.0	FixationCross	n/a	n/a	1
45.10000000000001	0.0	FixationCross	n/a	n/a	1
45.3	0.5	AudioYouCanChoose	n/a	n/a	1
45.3	0.5	Audio	n/a	n/a	1
45.3	0.5	AudioInstruction	5.040000000000006	5.810000000000002	1
45.3	5.040000000000006	Agency	5.040000000000006	5.810000000000002	1.9164995643735034
47.83	0.0	Map1	n/a	n/a	1
50.14	1.5	WitnessNoShock	n/a	n/a	1
50.34	0.0	CommanderNoShock	n/a	n/a	1
50.55	0.0	AgentNoShock	n/a	n/a	1
50.91	1.5	WitnessNoShock	n/a	n/a	1
51.11	0.2	AudioTone	n/a	n/a	1
51.11	0.0	LogNoShock	n/a	n/a	1
51.11	0.2	Audio	n/a	n/a	1
51.13	8.050000000000004	RatingScale	n/a	n/a	1
59.3	0.0	FixationCross	n/a	n/a	1
61.150000000000006	0.0	FixationCross	n/a	n/a	1
61.95	0.5	AudioYouCanChoose	n/a	n/a	1
61.95	4.359999999999999	Agency	4.359999999999999	4.820000000000007	1.7892232985088516
61.95	0.5	Audio	n/a	n/a	1
61.95	0.5	AudioInstruction	4.359999999999999	4.820000000000007	1
64.48	0.0	Map1	n/a	n/a	1
66.31	0.0	Button	n/a	n/a	1
66.31	0.0	CommanderNoShock	n/a	n/a	1
66.32000000000001	1.5	WitnessNoShock	n/a	n/a	1
66.77000000000001	0.2	AudioTone	n/a	n/a	1
66.77000000000001	0.2	AudioTone	n/a	n/a	1
66.77000000000001	0.2	Audio	n/a	n/a	1
66.77000000000001	0.0	LogNoShock	n/a	n/a	1
66.78000000000002	8.08999999999999	RatingScale	n/a	n/a	1
74.98	0.0	FixationCross	n/a	n/a	1
76.07000000000001	0.0	FixationCross	n/a	n/a	1
76.87	0.5	Audio	n/a	n/a	1
76.87	0.5	AudioYouCanChoose	n/a	n/a	1
76.87	3.5600000000000023	Agency	3.5600000000000023	4.3799999999999955	0.17264942817613407
76.87	0.5	AudioInstruction	3.5600000000000023	4.3799999999999955	1
79.41000000000001	0.0	Map2	n/a	n/a	1
80.43	0.0	Button	n/a	n/a	1
80.43	0.0	CommanderShock	n/a	n/a	1
80.47	1.5	WitnessShock	n/a	n/a	1
81.25	0.2	AudioTone	n/a	n/a	1
81.25	0.0	LogShock	n/a	n/a	1
81.25	0.2	AudioTone	n/a	n/a	1
81.25	0.2	Audio	n/a	n/a	1
81.26	9.11	RatingScale	n/a	n/a	1
90.49000000000001	0.0	FixationCross	n/a	n/a	1
92.49000000000001	0.0	FixationCross	n/a	n/a	1
92.69	0.5	Audio	n/a	n/a	1
92.69	4.920000000000002	Agency	4.920000000000002	5.920000000000002	1.7231057577999498
92.69	0.5	AudioYouCanChoose	n/a	n/a	1
92.69	0.5	AudioInstruction	4.920000000000002	5.920000000000002	1
95.22	0.0	Map2	n/a	n/a	1
97.56	1.5	WitnessNoShock	n/a	n/a	1
97.61	0.0	Button	n/a	n/a	1
97.61	0.0	CommanderNoShock	n/a	n/a	1
98.61	0.2	Audio	n/a	n/a	1
98.61	0.2	AudioTone	n/a	n/a	1
98.61	0.0	LogNoShock	n/a	n/a	1
98.61	0.2	AudioTone	n/a	n/a	1
98.62	11.059999999999988	RatingScale	n/a	n/a	1
109.78000000000002	0.0	FixationCross	n/a	n/a	1
111.56000000000002	0.0	FixationCross	n/a	n/a	1
111.76	3.6299999999999955	Agency	3.6299999999999955	4.210000000000008	0.2619081081331442
111.76	0.5	AudioYouCanChoose	n/a	n/a	1
111.76	0.5	Audio	n/a	n/a	1
111.76	0.5	AudioInstruction	3.6299999999999955	4.210000000000008	1
114.29	0.0	Map1	n/a	n/a	1
115.19	1.5	WitnessNoShock	n/a	n/a	1
115.39	0.0	CommanderNoShock	n/a	n/a	1
115.74	0.0	AgentNoShock	n/a	n/a	1
115.77000000000001	1.5	WitnessNoShock	n/a	n/a	1
115.97000000000001	0.2	AudioTone	n/a	n/a	1
