onset	duration	trial_type	disobedience	InstructionToButtonTime	InstructionToToneTime	modulation
-34.34	0.0	Unknown2	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown2	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
-34.34	0.0	Unknown1	n/a	n/a	n/a	1
0.0	0.0	FirstfMRITrigger	n/a	n/a	n/a	1
1.029999999999994	0.0	FixationCross	n/a	n/a	n/a	1
1.2299999999999969	0.5	AudioInstruction	n/a	3.9399999999999977	4.740000000000002	1
1.2299999999999969	3.9399999999999977	Agency	n/a	3.9399999999999977	4.740000000000002	0.4987125285406923
1.2299999999999969	0.5	Audio	n/a	n/a	n/a	1
1.2299999999999969	0.5	AudioSendShock	n/a	n/a	n/a	1
3.759999999999998	0.0	Map1	n/a	n/a	n/a	1
5.169999999999995	0.0	Button	n/a	n/a	n/a	1
5.169999999999995	0.0	CommanderShock	n/a	n/a	n/a	1
5.399999999999994	1.5	WitnessShock	n/a	n/a	n/a	1
5.969999999999999	0.2	Audio	n/a	n/a	n/a	1
5.969999999999999	0.2	AudioTone	n/a	n/a	n/a	1
5.969999999999999	0.2	AudioTone	n/a	n/a	n/a	1
5.979999999999997	0.0	LogShock	n/a	n/a	n/a	1
5.989999999999997	8.249999999999998	RatingScale	n/a	n/a	n/a	1
14.36	0.0	FixationCross	n/a	n/a	n/a	1
15.529999999999994	0.0	FixationCross	n/a	n/a	n/a	1
22.33	0.5	Audio	n/a	n/a	n/a	1
22.33	4.280000000000001	Agency	n/a	4.280000000000001	5.460000000000001	0.9827085705008787
22.33	0.5	AudioDontSendShock	n/a	n/a	n/a	1
